,Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
1313,1,28,4352,6,6,54272,131,4096,9,0,4,262144,320,1000,0,1
1314,4,28,5104,6,6,0,0,4096,9,0,5,524288,33088,2016,0,1
1315,1,84,6800,10,10,32784,163,40960,14,10,6,262144,49472,2008,0,1
1316,4,84,37120,10,10,39600,168,33104,14,10,7,524288,49504,2016,0,1
1317,1,28,4608,6,6,0,0,4096,9,0,4,262144,33088,2008,0,1
1318,1,84,8112,10,10,79824,2347,90112,14,10,6,262144,16704,992,0,1
1319,4,84,89008,10,10,96240,2376,82336,14,10,7,262144,16736,992,0,1
1320,4,28,5968,6,6,346416,335,4096,9,0,5,262144,320,992,0,1
1321,1,28,5040,6,6,212560,335,4096,9,0,4,262144,320,992,0,1
1322,4,28,4960,6,6,0,0,4096,9,0,5,524288,33088,1752,0,1
1323,1,84,5712,10,10,0,0,24576,14,10,6,262144,49472,1824,0,1
1324,4,84,23168,10,10,0,0,20992,14,10,7,524288,49504,1824,0,1
1325,1,84,4352,10,10,7648,1224,16384,14,10,5,262144,16704,1320,0,1
1326,4,84,8720,10,10,9632,1224,8464,14,10,6,262144,16736,1320,0,1
1327,1,28,4208,6,6,7152,1224,4096,9,0,4,262144,320,1320,0,1
1328,4,28,4304,6,6,8352,1224,4096,9,0,5,262144,320,1320,0,1
1329,1,84,21312,10,10,141664,987,147456,14,10,6,262144,16704,92080,0,1
1330,4,84,170000,10,10,192416,988,149264,14,10,7,262144,16736,92088,0,1
1331,1,28,4976,6,6,104192,916,4096,9,0,4,262144,320,92080,0,1
1332,4,28,5824,6,6,143360,916,4096,9,0,5,262144,320,92088,0,1
1333,1,84,9968,10,10,31152,163,36864,14,10,5,262144,16704,1360,0,1
1334,4,84,37872,10,10,41680,164,32352,14,10,6,262144,16736,1360,0,1
1335,1,28,4512,6,6,28416,163,4096,9,0,4,262144,320,1360,0,1
1336,4,28,4864,6,6,33568,163,4096,9,0,5,262144,320,1360,0,1
1337,1,84,12256,10,10,76496,166,81920,14,10,5,262144,16704,1472,0,1
1338,4,84,93328,10,10,107808,168,82432,14,10,6,262144,16736,1472,0,1
1339,1,28,4624,6,6,90176,166,4096,9,0,4,262144,320,1472,0,1
1340,4,28,5088,6,6,126240,166,4096,9,0,5,262144,320,1472,0,1
1341,4,28,4912,6,6,45376,164,4096,9,0,5,262144,320,11096,0,1
1342,1,28,4512,6,6,37744,164,4096,9,0,4,262144,320,11096,0,1
1343,1,84,13632,10,10,65184,163,69632,14,10,5,262144,16704,2816,0,1
1344,4,84,76192,10,10,84736,164,65760,14,10,6,262144,16736,2816,0,1
1345,1,28,4704,6,6,68096,163,4096,9,0,4,262144,320,2816,0,1
1346,4,28,5312,6,6,90688,163,4096,9,0,5,262144,320,2816,0,1
1347,4,84,458528,10,10,483824,5916,447264,14,10,14,524288,352,1032,0,1
1348,4,84,75888,10,10,87600,176,56240,14,10,6,262144,16736,1104,0,1
1349,1,84,4096,10,10,4192,2300,0,14,10,2,262144,17728,1056,0,1
1350,4,84,4096,10,10,4192,2300,0,14,10,2,262144,16736,1056,0,1
1351,1,28,4096,6,6,4128,2299,0,9,0,2,262144,1344,1056,0,1
1352,4,28,4096,6,6,4128,2299,0,9,0,2,262144,320,1056,0,1
1353,4,84,24032,0,5,28960,1864,20480,14,0,7,1048576,352,1488,0,1
1354,4,84,102448,10,10,120320,196,90136,14,10,6,262144,16736,44776,0,1
1355,4,84,354608,0,6,435648,128,278528,14,10,6,1048576,49504,1096,0,1
1356,4,84,2933312,0,6,4029312,116,2555904,14,10,6,1048576,16736,1024,0,1
1357,1,56,374832,0,6,529744,2377,372736,12,10,5,1048576,320,2448,1,1
1358,1,112,501200,0,6,563040,2540,397312,14,10,5,1048576,16704,2456,1,1
1359,4,84,552560,10,6,0,0,442368,14,10,9,1048576,33120,2728,0,1
1360,1,84,7376,10,10,50384,164,57344,14,10,5,262144,16704,5136,0,1
1361,4,84,55776,10,10,62928,164,51008,14,10,6,262144,16736,5136,0,1
1362,1,28,4592,6,6,51296,164,4096,9,0,4,262144,320,5152,0,1
1363,4,28,5088,6,6,71456,164,4096,9,0,5,262144,320,5152,0,1
1364,1,84,18208,10,10,179792,361,184320,14,10,5,262144,16704,12848,0,1
1365,4,84,169008,10,10,192080,364,165448,14,10,6,262144,16736,12848,0,1
1366,1,28,4816,6,6,200128,361,4096,9,0,4,262144,320,12840,0,1
1367,4,28,5520,6,6,267168,361,4096,9,0,5,262144,64,12840,0,1
1368,1,56,4096,10,10,0,0,0,14,10,2,262144,1344,84424,0,1
1369,1,84,4336,10,10,0,0,12288,14,10,5,262144,49472,1024,0,1
1370,1,0,0,6,6,0,0,0,9,0,1,262144,1344,84440,0,1
1371,1,28,4256,6,6,0,0,4096,9,0,4,262144,33088,1024,0,1
1372,4,28,7104,6,6,2838240,118,4096,9,0,6,262144,320,1016,0,1
1373,4,28,93520,6,6,2142224,85,4096,9,0,5,262144,320,382584,0,1
1374,1,56,4096,10,10,0,0,0,14,10,2,262144,1344,1024,0,1
1375,4,28,33760,0,6,0,0,28672,14,0,8,1048576,33120,736,0,1
1376,1,28,4096,0,6,0,0,0,14,10,2,1048576,1344,835496,0,1
1377,1,84,5232,10,10,16128,84,20480,14,10,5,262144,16704,1016,0,1
1378,4,84,18208,10,10,19536,84,16752,14,10,6,262144,16736,1016,0,1
1379,4,28,4864,6,6,40960,84,4096,9,0,5,262144,320,1016,0,1
1380,4,28,4704,6,6,0,0,4096,9,0,5,524288,33088,2048,0,1
1381,1,84,15520,10,10,82416,164,98304,14,10,6,262144,16704,4800,0,1
1382,1,84,4624,10,10,0,0,16384,14,10,5,262144,49472,2048,0,1
1383,4,84,93088,10,10,102320,164,79984,14,10,7,262144,16736,4800,0,1
1384,4,84,13552,10,10,0,0,12560,14,10,6,524288,49504,2048,0,1
1385,1,28,4800,6,6,86336,164,4096,9,0,4,262144,320,4800,0,1
1386,1,28,4400,6,6,0,0,4096,9,0,4,262144,33088,2048,0,1
1387,4,28,5488,6,6,147888,164,4096,9,0,5,262144,320,4800,0,1
1388,1,56,4096,10,10,0,0,0,14,10,2,262144,1344,1294224,0,1
1389,4,56,4096,10,10,0,0,0,14,10,2,262144,352,1294224,0,1
1390,1,0,0,6,6,0,0,0,9,0,1,262144,1344,1296592,0,1
1391,4,0,0,6,6,0,0,0,9,0,1,262144,320,1296592,0,1
1392,4,84,2067376,0,6,0,0,1769472,14,10,6,1048576,49504,1032,0,1
1393,1,0,0,0,4,0,0,8192,8,0,3,1048576,1088,1064,0,1
1394,1,84,4416,10,10,13776,117,20480,14,10,5,262144,16704,3400,0,1
1395,4,84,17408,10,10,19824,120,16656,14,10,6,262144,16736,3400,0,1
1396,1,28,4368,6,6,13840,117,4096,9,0,4,262144,320,3400,0,1
1397,4,28,4640,6,6,16656,117,4096,9,0,5,262144,320,3400,0,1
1398,4,84,111456,10,10,0,0,66336,14,10,6,524288,49504,2632,0,1
1399,1,84,55984,10,10,0,0,102400,14,10,5,262144,49472,2632,0,1
1400,5,84,61040,10,10,0,0,106496,14,10,6,524288,49504,2632,0,1
1401,4,84,1130192,10,10,0,0,974440,14,10,7,524288,49504,2624,0,1
1402,1,84,270592,10,10,0,0,905216,14,10,6,262144,49472,2624,0,1
1403,5,84,337392,10,10,0,0,1339392,14,10,7,524288,49504,2624,0,1
1404,1,84,247104,10,10,0,0,929792,14,10,5,262144,49472,84168,0,1
1405,4,84,1172560,10,10,0,0,961528,14,10,6,524288,49504,84168,0,1
1406,4,84,398896,10,6,440480,207,339968,12,10,6,1048576,16736,1096,0,1
1407,1,84,38960,10,6,343376,207,364544,12,10,5,1048576,16704,1096,0,1
1408,5,56,353264,10,6,465712,207,352256,11,0,6,1048576,352,1120,0,1
1409,1,28,4400,6,6,0,0,4096,9,0,4,262144,33088,70776,0,1
1410,4,28,4688,6,6,0,0,4096,9,0,5,524288,32832,70776,0,1
1411,4,84,5949808,10,10,7298032,562000,4345816,14,10,6,262144,16736,1016,1,1
1412,1,28,9712,6,6,4825552,540116,4096,9,0,4,262144,320,1016,1,1
1413,4,28,14656,6,6,7418784,551961,4096,9,0,5,262144,64,1016,1,1
1414,1,84,11264,10,10,93088,1692,102400,14,10,5,262144,16704,1000,0,1
1415,4,84,102912,10,10,106496,1748,94992,14,10,6,262144,16736,1000,0,1
1416,4,28,5104,6,6,93200,1742,4096,9,0,5,262144,320,1000,0,1
1417,1,28,4640,6,6,75728,1689,4096,9,0,4,262144,320,1000,0,1
1418,1,84,6288,10,10,119792,2608,126976,14,10,5,262144,16704,992,0,1
1419,4,84,135392,10,10,139392,2704,132576,14,10,6,262144,16736,992,0,1
1420,4,28,5408,6,6,131904,2704,4096,9,0,5,262144,320,992,0,1
1421,1,28,4816,6,6,97520,2608,4096,9,0,4,262144,320,992,0,1
1422,4,84,23344,10,10,0,0,20976,14,10,7,1048576,49504,13512,0,1
1423,4,28,5376,6,6,0,0,4096,9,0,5,524288,33088,13464,0,1
1424,2,56,198304,0,4,0,0,0,48,0,2,1048576,34112,1044,0,1
1425,1,56,198312,0,4,0,0,8192,48,0,3,1048576,34112,1044,0,1
1426,4,56,198308,0,4,0,0,0,48,0,2,4194304,34112,1044,0,1
1427,1,84,34048,10,10,418000,216,438272,14,10,6,262144,16704,1016,0,1
1428,4,56,592432,0,6,980528,5117,589824,12,0,7,1048576,352,2984,0,1
1429,1,56,393728,0,6,525504,378,393216,11,0,5,1048576,320,480,0,1
1430,1,56,4176,10,6,99824,226,118784,12,0,5,1048576,320,4472,0,1
1431,1,84,1968264,10,6,115060,350,1998848,14,10,5,1048576,320,1080,0,1
1432,4,84,275488,10,6,335776,180,237568,14,10,6,1048576,352,3336,0,1
1433,1,56,10772,0,4,0,0,8192,48,0,3,1048576,34112,1056,0,1
1434,1,56,13976,0,4,0,0,8192,48,0,3,1048576,34144,2316,0,1
1435,4,84,437392,10,10,0,0,341816,14,10,6,524288,49504,3832,0,1
1436,4,84,55648,10,10,67584,236,46512,14,10,6,262144,16736,4144,0,1
1437,4,84,1110384,10,10,0,0,1037200,14,10,7,524288,49504,20288,0,1
1438,1,84,31168,10,6,118336,275,126976,14,10,5,1048576,33088,49116,0,1
1439,1,56,11104,0,4,0,0,8192,48,0,3,1048576,34144,2036,0,1
1440,1,56,5189984,0,6,5638688,108,4145152,14,10,6,1048576,320,1192,0,1
1441,4,84,29904,10,10,31712,2344,28944,14,10,6,262144,16736,1048,0,1
1442,1,28,4448,6,6,0,0,4096,9,0,4,262144,33088,499560,0,1
1443,1,84,5392,10,10,38704,176,45056,14,10,5,262144,16704,1048,0,1
1444,4,84,13264,10,10,14272,128,12736,14,10,6,262144,16736,1080,0,1
1445,4,0,0,0,6,78288,173,53248,12,0,7,1048576,352,648,0,1
1446,4,84,325184,0,6,345904,176,282624,14,0,7,1048576,16736,648,0,1
1447,4,0,0,0,6,702768,184,520192,12,0,6,1048576,352,147288,0,1
1448,4,28,691920,0,6,774176,184,577536,14,0,7,1048576,16736,152432,0,1
1449,4,0,0,0,6,341344,184,258048,12,0,6,1048576,352,18888,0,1
1450,4,28,338656,0,6,367520,184,278528,14,0,7,1048576,16736,19848,0,1
1451,1,56,33104,0,6,50896,120,32768,11,0,5,1048576,320,648,0,1
1452,4,0,0,0,6,138128,186,90112,12,0,6,1048576,352,22856,0,1
1453,4,28,126800,0,6,140784,188,90112,14,0,7,1048576,16736,22856,0,1
1454,4,0,0,0,6,0,0,204800,12,0,6,1048576,33120,151840,0,1
1455,4,28,309568,0,6,0,0,253952,14,0,7,1048576,49504,151832,0,1
1456,4,0,0,0,4,0,0,8192,11,0,3,4194304,34112,752,0,1
1457,4,0,0,0,4,0,0,8192,8,0,3,4194304,34112,872,0,1
1458,4,0,0,0,6,20016,165,12288,12,0,7,1048576,352,17192,0,1
1459,4,0,0,0,6,19968,165,12288,12,0,7,1048576,352,17192,0,1
1460,1,0,0,0,6,22368,165,16384,12,0,6,1048576,1344,17192,0,1
1461,4,0,0,0,6,0,0,163840,12,0,6,1048576,33120,17808,0,1
1462,4,84,755488,0,6,0,0,647168,14,0,7,1048576,49504,17808,0,1
1463,4,0,0,0,6,194720,185,135168,12,0,6,1048576,352,1759792,0,1
1464,4,28,220256,0,6,241632,188,151552,14,0,7,1048576,16736,1816128,0,1
1465,4,84,113840,10,10,0,0,99920,14,10,7,524288,49504,1856,0,1
1466,4,28,4976,6,6,0,0,4096,9,0,5,524288,33088,1856,0,1
1467,4,84,96320,10,10,110896,112,81504,14,10,7,262144,16736,1320,0,1
1468,4,28,4800,6,6,29776,111,4096,9,0,5,262144,320,1320,0,1
1469,1,84,8400,10,10,0,0,24576,14,10,5,262144,49472,1072,0,1
1470,4,84,19440,10,10,0,0,15264,14,10,6,524288,49504,1072,0,1
1471,1,0,0,0,5,0,0,352256,10,0,5,1048576,33088,81824,0,1
1472,4,0,0,0,5,7590128,106691,5931008,10,0,6,1048576,320,1244,0,1
1473,1,28,2901504,0,5,3430976,59115,2899968,10,0,5,1048576,320,1320,0,1
1474,4,28,303104,0,4,0,0,329996,2,28,9,2097152,32768,1256,0,1
1475,1,28,659456,1,4,0,0,734972,2,28,8,2097152,32768,1256,0,1
1476,1,84,47952,10,10,292304,978,303104,14,10,5,262144,16704,1008,0,1
1477,4,28,622592,0,4,0,0,699848,2,28,9,2097152,32768,1256,0,1
1478,4,28,442368,0,4,471040,1263,480352,2,28,10,2097152,0,0,0,1
1479,4,84,257088,0,6,268896,10624,241664,14,0,7,1048576,352,1096,0,1
1480,4,84,252976,0,6,264736,10624,237568,14,0,7,1048576,352,1096,0,1
1481,1,28,210608,0,5,246816,10624,208896,9,0,5,1048576,320,1760,0,1
1482,1,28,259888,0,5,302128,10624,258048,9,0,5,1048576,0,1328,0,1
1483,1,28,401518,1,4,348160,10605,362264,2,29,12,2097152,0,1088,0,1
1484,4,84,252976,0,6,264704,10624,237568,14,0,7,1048576,352,1096,0,1
1485,1,56,210592,0,6,244304,10624,208896,12,0,5,1048576,320,1096,0,1
1486,4,28,438384,0,4,389120,10605,404920,2,29,13,2097152,0,1088,0,1
1487,1,56,210592,0,6,244176,10624,208896,12,0,5,1048576,320,1096,0,1
1488,4,56,241008,0,6,264304,10624,237568,12,0,6,1048576,352,1096,0,1
1489,1,84,243952,0,6,244960,10624,208896,14,0,6,1048576,320,1096,0,1
1490,1,28,283440,1,5,375728,2091,282624,9,0,5,1048576,320,1316,0,1
1491,1,56,303904,1,6,384960,2062,303104,12,0,5,1048576,320,928,0,1
1492,4,28,28672,0,4,0,0,86428,2,28,17,2097152,32768,1256,0,1
1493,4,28,5200,6,6,119888,3265,4096,9,0,5,262144,320,1048,0,1
1494,1,84,116992,10,10,121296,171,126976,14,10,5,262144,16704,1048,0,1
1495,4,84,254352,10,10,255344,172,176896,14,10,6,262144,16736,1048,0,1
1496,1,84,103904,10,10,365536,147,389120,14,10,6,262144,16704,1112,0,1
1497,4,84,458288,10,10,489024,148,365880,14,10,7,262144,16736,1112,0,1
1498,1,84,65632,10,10,222768,147,241664,14,10,5,262144,16704,1112,0,1
1499,4,84,276656,10,10,293728,148,220024,14,10,6,262144,16736,1112,0,1
1500,1,84,36128,10,10,141376,7598,155648,14,10,6,262144,16704,1112,0,1
1501,4,84,173456,10,10,192048,7760,135760,14,10,7,262144,16736,1112,0,1
1502,1,28,135808,0,5,0,0,135168,10,0,5,1048576,33088,1126948,0,1
1503,4,28,148720,0,5,0,0,147456,10,0,6,1048576,33088,1126958,0,1
1504,4,84,45888,0,6,51936,284,36864,14,0,7,1048576,352,704,0,1
1505,4,28,8240,6,6,0,0,4096,9,0,5,524288,33088,106696,0,1
1506,1,84,5408,10,10,73568,1612,81920,14,10,5,262144,16704,2144,0,1
1507,4,84,79536,10,10,88896,1612,78208,14,10,6,262144,16736,2152,0,1
1508,1,28,4576,6,6,71840,1612,4096,9,0,4,262144,320,2144,0,1
1509,4,28,5056,6,6,87936,1612,4096,9,0,5,262144,320,2152,0,1
1510,4,28,6496,6,6,0,0,4096,9,0,5,524288,33088,2336,0,1
1511,1,28,156584,0,4,0,0,8192,11,0,3,1048576,34112,1032,0,1
1512,4,28,160448,0,5,203312,727,159744,10,0,6,1048576,320,928,0,1
1513,1,28,127328,0,5,163280,765,126976,10,0,5,1048576,320,952,0,1
1514,4,28,49152,0,4,0,0,66336,2,28,9,2097152,32768,1256,0,1
1515,4,84,65168,10,10,0,0,58824,14,10,7,524288,49504,58464,0,1
1516,4,28,5568,6,6,0,0,4096,9,0,5,524288,33088,1064,0,1
1517,4,84,147456,10,10,0,0,135728,14,10,6,524288,49504,106736,0,1
1518,4,28,6256,6,6,0,0,4096,9,0,5,524288,33088,106736,0,1
1519,1,56,1252336,0,6,1416256,35222,1249280,12,0,5,1048576,320,1488,0,1
1520,1,56,1248240,0,6,1411344,35222,1245184,12,0,5,1048576,320,1496,0,1
1521,1,84,1361320,0,6,1892352,8827,1363968,14,10,6,1048576,320,1144,0,1
1522,4,0,0,0,4,701280,165,536576,8,0,6,1048576,0,539968,0,1
1523,1,0,0,0,4,560784,165,446464,8,0,5,1048576,0,539968,0,1
1524,4,56,1821072,0,5,0,0,1814528,12,0,6,1048576,33120,1672736,0,1
1525,4,56,41712,0,6,68128,81,40960,11,0,6,1048576,352,1400,0,1
1526,1,28,476384,0,5,541616,167,475136,9,0,8,1048576,320,15000,0,1
1527,4,84,468240,0,6,568688,168,372736,14,10,6,1048576,49504,1336,0,1
1528,4,84,2091536,0,6,2154544,172,184320,14,10,6,1048576,16736,1344,0,1
1529,1,84,432480,0,6,0,0,372736,14,0,6,1048576,33088,4696,0,1
1530,4,84,519088,0,6,0,0,446464,14,0,7,1048576,33120,4696,0,1
1531,1,0,0,0,4,0,0,28672,6,0,4,1048576,0,4696,0,1
1532,1,0,0,0,4,0,0,32768,7,10,4,1048576,0,4696,0,1
1533,1,0,0,0,4,0,0,28672,8,0,4,1048576,0,5096,0,1
1534,1,28,25232,0,5,34400,708,24576,10,0,5,1048576,320,1492,0,1
1535,4,84,512528,10,10,0,0,488856,14,10,7,524288,49504,67760,0,1
1536,4,28,7168,6,6,0,0,4096,9,0,5,524288,33088,20432,0,1
1537,4,84,72704,10,10,73872,196,49376,14,10,6,262144,16736,1048,0,1
1538,1,84,157872,10,10,1370112,223,1421312,14,10,6,262144,16704,4888,0,1
1539,4,84,1504720,10,10,1553728,224,1390520,14,10,7,262144,16736,4888,0,1
1540,1,84,23456,10,10,0,0,172032,14,10,5,262144,49472,3688,0,1
1541,4,84,218896,10,10,0,0,192912,14,10,6,524288,49504,3688,0,1
1542,4,28,4704,6,6,0,0,4096,9,0,5,1048576,33088,64496,0,1
1543,1,84,4864,10,10,0,0,32768,14,10,6,1048576,49472,64496,0,1
1544,4,84,14016,10,10,0,0,12560,14,10,7,1048576,49504,64496,0,1
1545,1,28,4416,6,6,0,0,4096,9,0,4,1048576,33088,64496,0,1
1546,4,84,1074688,10,10,0,0,1005288,14,10,7,524288,49504,328056,0,1
1547,1,28,6560,6,6,0,0,4096,9,0,4,262144,33088,255952,0,1
1548,4,28,8944,6,6,0,0,4096,9,0,5,524288,33088,255952,0,1
1549,1,28,4992,6,6,312720,167,4096,9,0,4,262144,320,5024,0,1
1550,4,28,5728,6,6,420944,167,4096,9,0,5,262144,320,5024,0,1
1551,1,84,20768,10,10,226032,4231,245760,14,10,6,262144,16704,34704,0,1
1552,4,84,284752,10,10,295040,4232,269080,14,10,7,262144,16736,34704,0,1
1553,4,28,6304,6,6,323952,3034,4096,9,0,5,262144,320,12920,0,1
1554,1,28,5168,6,6,244720,3034,4096,9,0,4,262144,320,12920,0,1
1555,4,84,189488,10,10,192896,164,140872,14,10,6,262144,16736,8296,0,1
1556,1,84,80672,10,10,152144,163,159744,14,10,5,262144,16704,8296,0,1
1557,4,28,5696,6,6,385312,163,4096,9,0,5,262144,320,8296,0,1
1558,1,28,4960,6,6,305472,163,4096,9,0,4,262144,320,8296,0,1
1559,4,84,232064,10,10,259456,168,226312,14,10,7,262144,16736,1376,0,1
1560,1,84,17872,10,10,225376,167,233472,14,10,6,262144,16704,1376,0,1
1561,4,28,6000,6,6,877488,167,4096,9,0,6,262144,320,1376,0,1
1562,1,28,5152,6,6,679984,167,4096,9,0,6,262144,320,1376,0,1
1563,1,28,4544,6,6,0,0,4096,9,0,4,262144,33088,2496,0,1
1564,4,28,4976,6,6,0,0,4096,9,0,5,524288,33088,2496,0,1
1565,1,56,349744,0,6,361312,73,290816,14,0,5,1048576,16704,227708,0,1
1566,1,56,320400,0,6,0,0,266240,14,0,6,1048576,49472,1070012,0,1
1567,4,56,409408,0,6,437472,70,335872,14,0,6,1048576,16736,227712,0,1
1568,4,56,317152,0,6,0,0,253952,14,0,6,1048576,49504,629684,0,1
1569,1,28,40640,0,4,0,0,8192,11,0,3,1048576,34112,3504,0,1
1570,4,84,100992,10,10,0,0,87360,14,10,6,524288,49504,687344,0,1
1571,4,28,6336,6,6,0,0,4096,9,0,5,524288,33088,778288,0,1
1572,4,84,636064,10,10,712224,208,517512,14,10,7,262144,16736,1320,0,1
1573,4,84,34848,10,10,0,0,33040,14,10,6,524288,49504,15648,0,1
1574,1,84,4992,10,10,0,0,45056,14,10,5,262144,49472,15648,0,1
1575,5,84,4864,10,10,0,0,53248,14,10,6,524288,49504,15648,0,1
1576,4,28,51552,0,6,53056,96,45056,14,0,6,1048576,33120,0,0,1
1577,1,84,7232,10,6,0,0,24576,14,12,5,1048576,33088,1804,0,1
1578,4,84,993952,10,10,1051936,266332,835328,14,10,6,524288,49504,48192,0,1
1579,1,84,153504,10,10,864896,260115,1134592,14,10,5,262144,49472,48192,0,1
1580,5,84,184208,10,10,1232576,266332,1544192,14,10,6,524288,49504,48192,0,1
1581,4,84,103600,10,10,0,0,96016,14,10,7,524288,49504,90368,0,1
1582,4,28,4896,6,6,0,0,4096,9,0,5,524288,33088,2160,0,1
1583,4,56,21040,0,6,0,0,20480,11,0,7,1048576,352,1472,0,1
1584,1,56,16776,0,4,0,0,8192,48,0,3,1048576,34144,1160,0,1
1585,4,28,21184,0,5,26928,6064,20480,10,0,6,1048576,320,920,0,1
1586,1,28,16752,0,5,21504,6541,16384,10,0,5,1048576,320,944,0,1
1587,1,84,103088,10,10,322304,261,335872,14,10,6,262144,16704,1048,0,1
1588,4,84,377360,10,10,442944,264,267792,14,10,7,262144,16736,1048,0,1
1589,1,84,53312,10,10,540016,66177,614400,14,10,6,262144,16704,1040,0,1
1590,4,84,553488,10,10,711792,67536,472736,14,10,7,262144,16736,1040,0,1
1591,1,84,7360,10,10,0,0,53248,14,10,7,262144,49600,44512,0,1
1592,4,84,54384,10,10,0,0,50656,14,10,8,524288,49632,44512,0,1
1593,4,28,5456,6,6,0,0,4096,9,0,5,524288,33088,2104,0,1
1594,1,28,4800,6,6,0,0,4096,9,0,4,262144,33088,2096,0,1
1595,4,84,145232,10,10,155168,80,132096,14,10,6,262144,16736,992,0,1
1596,1,84,5776,10,10,0,0,36864,14,10,5,262144,49472,2872,0,1
1597,1,84,7524,0,6,16384,235,12288,14,10,6,1048576,320,1240,0,1
1598,4,84,18272,10,10,0,0,16656,14,10,6,524288,49504,88944,0,1
1599,1,28,4352,6,6,0,0,4096,9,0,4,262144,33088,88936,0,1
1600,4,28,4608,6,6,0,0,4096,9,0,5,524288,33088,88944,0,1
1601,4,28,4096,0,6,4128,52,0,14,10,2,1048576,16736,15164,0,1
1602,1,28,4096,0,6,4128,52,0,14,10,2,1048576,1344,15164,0,1
1603,1,56,482592,0,6,0,0,479232,14,10,6,1048576,33088,34476,0,1
1604,1,28,4096,0,6,4128,56,0,14,10,2,1048576,1344,36256,0,1
1605,4,28,13824,0,6,0,0,12288,14,0,7,1048576,33120,480,0,1
1606,4,28,13216,0,6,0,0,12288,14,0,7,1048576,33120,480,0,1
1607,4,28,8576,0,6,0,0,8192,14,0,7,1048576,352,480,0,1
1608,4,84,403344,10,10,0,0,356528,14,10,7,524288,49504,1336,0,1
1609,1,84,49376,10,10,0,0,352256,14,10,6,262144,49472,1336,0,1
1610,4,28,290816,0,4,0,0,333352,2,28,9,2097152,32768,1256,0,1
1611,4,84,349584,0,6,428496,116,294912,14,10,5,1048576,16736,0,0,1
1612,1,84,5072,10,10,0,0,20480,14,10,5,262144,49472,1784,0,1
1613,4,84,14112,10,10,0,0,12592,14,10,6,524288,49504,1784,0,1
1614,4,84,214224,10,10,256688,300,188656,14,10,7,262144,16736,4016,0,1
1615,4,84,250288,10,10,286000,164,163000,14,10,7,262144,16736,5808,0,1
1616,1,0,0,0,6,782608,67927,438272,12,0,5,1048576,320,1744,0,1
1617,4,28,26217328,0,6,26217360,76,0,14,0,2,1048576,352,1152,0,1
1618,1,28,10170912,0,6,10170944,76,0,14,0,2,1048576,1344,1152,0,1
1619,1,0,0,0,6,92048,74,0,11,0,2,1048576,1344,1280,0,1
1620,4,28,25673232,0,6,25673264,76,0,14,0,2,1048576,352,1112,0,1
1621,4,28,14992,0,6,0,0,12288,14,0,6,1048576,33120,0,0,1
1622,4,28,14000,0,6,0,0,12288,14,0,6,1048576,33120,0,0,1
1623,4,28,14512,0,6,0,0,12288,14,0,6,1048576,33120,0,0,1
1624,4,28,14272,0,6,0,0,12288,14,0,6,1048576,33120,0,0,1
1625,4,28,24048,0,6,0,0,20480,14,0,6,1048576,33120,0,0,1
1626,4,28,20608,0,6,0,0,16384,14,0,6,1048576,33120,0,0,1
1627,1,28,20480,1,4,0,0,32988,2,28,15,2097152,32768,1256,0,1
1628,4,28,5376,6,6,0,0,4096,9,0,5,524288,33088,2064,0,1
1629,1,84,6400,10,10,0,0,61440,14,10,5,262144,49472,2064,0,1
1630,4,84,70336,10,10,0,0,65824,14,10,6,524288,49504,2064,0,1
1631,1,28,4752,6,6,0,0,4096,9,0,4,262144,33088,2064,0,1
1632,4,0,0,0,4,0,0,33256,2,25,8,2097152,32768,1256,0,1
1633,1,0,0,1,4,0,0,28996,2,25,7,2097152,32768,1256,0,1
1634,4,0,0,0,4,0,0,128048,2,27,10,2097152,0,2760,0,1
1635,4,28,36864,0,4,0,0,53908,2,25,9,2097152,32768,2760,0,1
1636,4,28,4720,6,6,0,0,4096,9,0,5,524288,33088,2280,0,1
1637,1,84,4320,10,10,8016,72,12288,14,10,5,262144,16704,1304,0,1
1638,4,84,8784,10,10,9712,72,8464,14,10,6,262144,16736,1304,0,1
1639,1,28,4208,6,6,7648,72,4096,9,0,4,262144,320,1304,0,1
1640,4,28,4320,6,6,8848,72,4096,9,0,5,262144,320,1304,0,1
1641,1,84,1379196,0,6,3309568,71453,1380352,14,10,7,1048576,320,1896,1,1
1642,4,0,0,0,4,0,0,0,11,0,2,4194304,34112,1088,0,1
1643,4,0,0,0,4,0,0,0,48,0,2,4194304,34112,1116,0,1
1644,4,0,0,0,5,0,0,61440,9,0,4,1048576,32768,0,0,1
1645,1,84,5984,10,6,0,0,20480,14,12,5,1048576,33088,7080,0,1
1646,1,28,4096,10,6,0,0,0,14,12,2,1048576,1344,6200,0,1
1647,1,56,3540048,0,6,4187072,371615,3538944,12,0,5,1048576,320,1600,0,1
1648,4,28,102400,0,4,0,0,447220,2,28,9,2097152,32768,1256,0,1
1649,4,28,2062896,0,6,0,0,1810432,14,0,8,1048576,33120,436,0,1
1650,4,28,2056784,0,6,0,0,1802240,14,0,8,1048576,33120,436,0,1
1651,4,28,16384,0,6,0,0,12288,14,0,7,1048576,33120,436,0,1
